Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
2-hydroxyestradiol-17beta[c]	28	1.3481	0.89567	0.99999	-1.3481	0.1828	0.81747	9.741	0.85553	0.98634	16	7.1114	0.90382	0.99076	12	6.6681	0.49678	0.96722
4-hydroxy-17beta-estradiol[c];4-hydroxyestrone[c];2-hydroxyestrone[c];2-hydroxyestrone[r]	5	-0.3867	0.78687	0.99999	0.3867	0.26952	0.90708	1.4814	0.92667	0.98796	3	0.33823	0.9492	0.99076	2	1.928	0.61642	0.9673
H+[l]	15	0.42551	0.85716	0.99999	-0.42551	0.21373	0.84962	1.5847	0.99818	0.99818	9	0.95579	0.99615	0.99665	6	1.335	0.90118	0.97155
4-hydroxyestrone[l];4-hydroxyestrone[r];2-hydroxyestrone[l]	3	1.5153	0.53799	0.99999	-1.5153	0.49162	1	0.33823	0.92651	0.98796	3	0.33823	0.9492	0.99076	0	NA	NA	NA
estrone-2,3-semiquinone[c];H2O2[l];estrone-2,3-semiquinone[l];estrone-2,3-semiquinone[r];estrone-3,4-semiquinone[c];estrone-3,4-semiquinone[l];estrone-3,4-semiquinone[r];17beta-estradiol-3,4-semiquinone[c];17beta-estradiol-3,4-semiquinone[l];4-hydroxy-17beta-estradiol[l];17beta-estradiol-2,3-semiquinone[c];17beta-estradiol-2,3-semiquinone[l];2-hydroxyestradiol-17beta[l];methanol[l];formaldehyde[l]	3	1.5153	0.53799	0.99999	-1.5153	0.49162	1	0.33823	0.92651	0.98796	3	0.33823	0.9492	0.99076	0	NA	NA	NA
cholesterol-ester-laur[l];lauric acid[l];cholesterol-ester-tridec[l];tridecylic acid[l];cholesterol-ester-myrist[l];myristic acid[l];cholesterol-ester-9-tetrade[l];(9E)-tetradecenoic acid[l];cholesterol-ester-7-tetrade[l];(7Z)-tetradecenoic acid[l];cholesterol-ester-5-tetra[l];physeteric acid[l];cholesterol-ester-penta[l];pentadecylic acid[l];cholesterol-ester-palm[l];palmitate[l];cholesterol-ester-7-hexa[l];7-palmitoleic acid[l];cholesterol-ester-palmn[l];palmitolate[l];cholesterol-ester-hepta[l];margaric acid[l];cholesterol-ester-10-hepta[l];(10Z)-heptadecenoic acid[l];cholesterol-ester-9-heptade[l];9-heptadecylenic acid[l];cholesterol-ester-stea[l];stearate[l];cholesterol-ester-ol[l];oleate[l];cholesterol-ester-13-octade[l];(13Z)-octadecenoic acid[l];cholesterol-ester-cis-vac[l];cis-vaccenic acid[l];cholesterol-ester-9-octa[l];elaidate[l];cholesterol-ester-7-octade[l];(7Z)-octadecenoic acid[l];cholesterol-ester-6,9-octa[l];(6Z,9Z)-octadecadienoic acid[l];cholesterol-ester-nanode[l];nonadecylic acid[l];cholesterol-ester-eico[l];eicosanoate[l];cholesterol-ester-13-eicose[l];(13Z)-eicosenoic acid[l];cholesterol-ester-11-eico[l];cis-gondoic acid[l];cholesterol-ester-9-eicose[l];9-eicosenoic acid[l];cholesterol-ester-8,11-eico[l];8,11-eicosadienoic acid[l];cholesterol-ester-5,8,11-eico[l];mead acid[l];cholesterol-ester-heneico[l];henicosanoic acid[l];cholesterol-ester-docosa[l];behenic acid[l];cholesterol-ester-13-docose[l];cis-erucic acid[l];cholesterol-ester-11-docose[l];cis-cetoleic acid[l];cholesterol-ester-trico[l];tricosanoic acid[l];cholesterol-ester-tetraco[l];lignocerate[l];cholesterol-ester-15-tetra[l];nervonic acid[l];cholesterol-ester-hexacosa[l];cerotic acid[l];cholesterol-ester-hexecose[l];ximenic acid[l];cholesterol-ester-linolen[l];linolenate[l];cholesterol-ester-6,9,12,15-octa[l];stearidonic acid[l];cholesterol-ester-8,11,14,17-eico[l];omega-3-arachidonic acid[l];cholesterol-ester-5,8,11,14,17-eico[l];EPA[l];cholesterol-ester-7,10,13,16,19-docosa[l];DPA[l];cholesterol-ester-9,12,15,18,21-tetra[l];(9Z,12Z,15Z,18Z,21Z)-TPA[l];cholesterol-ester-6,9,12,15,18,21-tetra[l];(6Z,9Z,12Z,15Z,18Z,21Z)-THA[l];cholesterol-ester-4,7,10,13,16,19-doco[l];DHA[l];cholesterol-ester-11,14,17-eico[l];(11Z,14Z,17Z)-eicosatrienoic acid[l];cholesterol-ester-13,16,19-doco[l];13,16,19-docosatrienoic acid[l];cholesterol-ester-10,13,16,19-docosa[l];10,13,16,19-docosatetraenoic acid[l];cholesterol-ester-12,15,18,21-tetracosa[l];12,15,18,21-tetracosatetraenoic acid[l];cholesterol-ester-lin[l];linoleate[l];cholesterol-ester-gamma-lin[l];gamma-linolenate[l];cholesterol-ester-dihomo-gamma[l];dihomo-gamma-linolenate[l];cholesterol-ester-arach[l];arachidonate[l];cholesterol-ester-7,10,13,16-docosa[l];adrenic acid[l];cholesterol-ester-9,12,15,18-tetraco[l];(9Z,12Z,15Z,18Z)-TTA[l];cholesterol-ester-6,9,12,15,18-tetraco[l];(6Z,9Z,12Z,15Z,18Z)-TPA[l];cholesterol-ester-4,7,10,13,16-docosa[l];(4Z,7Z,10Z,13Z,16Z)-DPA[l];cholesterol-ester-11,14-eicosa[l];(11Z,14Z)-eicosadienoic acid[l];cholesterol-ester-13,16-docosa[l];(13Z,16Z)-docosadienoic acid[l];cholesterol-ester-10,13,16-docosa[l];10,13,16-docosatriynoic acid[l];(7Z)-octadecenoic acid[r];10,13,16,19-docosatetraenoic acid[r];12,15,18,21-tetracosatetraenoic acid[r];10,13,16-docosatriynoic acid[r];lipoyllysine[c]	2	-0.15098	0.68411	0.99999	0.15098	0.36046	1	3.7273	0.44173	0.9064	1	2.5212	0.51312	0.99076	1	2.7499	0.37412	0.91745
cholesterol[l]	5	1.8962	0.55135	0.99999	-1.8962	0.48914	1	5.4652	0.47514	0.92557	3	4.674	0.48062	0.99076	2	2.9168	0.46836	0.9622
cholesterol-ester-laur[r];cholesterol-ester-tridec[r];cholesterol-ester-myrist[r];cholesterol-ester-9-tetrade[r];cholesterol-ester-7-tetrade[r];cholesterol-ester-5-tetra[r];cholesterol-ester-penta[r];cholesterol-ester-palm[r];cholesterol-ester-7-hexa[r];cholesterol-ester-palmn[r];cholesterol-ester-hepta[r];cholesterol-ester-10-hepta[r];cholesterol-ester-9-heptade[r];cholesterol-ester-stea[r];cholesterol-ester-13-octade[r];cholesterol-ester-cis-vac[r];cholesterol-ester-ol[r];cholesterol-ester-9-octa[r];cholesterol-ester-7-octade[r];cholesterol-ester-6,9-octa[r];cholesterol-ester-nanode[r];cholesterol-ester-eico[r];cholesterol-ester-13-eicose[r];cholesterol-ester-11-eico[r];cholesterol-ester-9-eicose[r];cholesterol-ester-8,11-eico[r];cholesterol-ester-5,8,11-eico[r];cholesterol-ester-heneico[r];cholesterol-ester-docosa[r];cholesterol-ester-13-docose[r];cholesterol-ester-11-docose[r];cholesterol-ester-trico[r];cholesterol-ester-tetraco[r];cholesterol-ester-15-tetra[r];cholesterol-ester-hexacosa[r];cholesterol-ester-hexecose[r];cholesterol-ester-linolen[r];cholesterol-ester-6,9,12,15-octa[r];cholesterol-ester-8,11,14,17-eico[r];cholesterol-ester-5,8,11,14,17-eico[r];cholesterol-ester-7,10,13,16,19-docosa[r];cholesterol-ester-9,12,15,18,21-tetra[r];cholesterol-ester-6,9,12,15,18,21-tetra[r];cholesterol-ester-4,7,10,13,16,19-doco[r];cholesterol-ester-11,14,17-eico[r];cholesterol-ester-13,16,19-doco[r];cholesterol-ester-10,13,16,19-docosa[r];cholesterol-ester-12,15,18,21-tetracosa[r];cholesterol-ester-lin[r];cholesterol-ester-gamma-lin[r];cholesterol-ester-dihomo-gamma[r];cholesterol-ester-arach[r];cholesterol-ester-7,10,13,16-docosa[r];cholesterol-ester-9,12,15,18-tetraco[r];cholesterol-ester-6,9,12,15,18-tetraco[r];cholesterol-ester-4,7,10,13,16-docosa[r];cholesterol-ester-11,14-eicosa[r];cholesterol-ester-13,16-docosa[r];cholesterol-ester-10,13,16-docosa[r]	3	1.5933	0.52887	0.99999	-1.5933	0.49976	1	4.6331	0.42603	0.89176	2	3.7299	0.50104	0.99076	1	2.7499	0.37412	0.91745
dihydroceramide pool[c]	10	5.1031	0.30052	0.83736	-5.1032	0.71996	1	8.3623	0.36403	0.85452	7	7.8418	0.36503	0.98624	3	3.2889	0.50049	0.96722
phytoceramide pool[c]	4	2.3808	0.46992	0.97138	-2.3808	0.55688	1	4.8562	0.48344	0.93172	3	3.9758	0.58818	0.99076	1	2.8261	0.36315	0.9117
phytosphingosine[c]	3	1.988	0.48256	0.98241	-1.988	0.5409	1	5.0949	0.35849	0.85452	2	4.2416	0.42347	0.99076	1	2.8261	0.36315	0.9117
ceramide pool[g]	7	1.8075	0.61299	0.99999	-1.7148	0.43024	1	10.749	0.043878	0.35773	4	8.2247	0.1278	0.62516	3	6.9223	0.081095	0.60429
CoA[g]	4	3.2728	0.36947	0.88865	-3.2728	0.64467	1	5.8579	0.33658	0.84884	3	5.1324	0.41027	0.99076	1	2.8261	0.36315	0.9117
acyl-CoA-LD-SM pool[g];sphingosine[g]	3	1.988	0.48256	0.98241	-1.988	0.5409	1	5.0949	0.35849	0.85452	2	4.2416	0.42347	0.99076	1	2.8261	0.36315	0.9117
PC-LD pool[g]	6	-2.3049	0.92435	0.99999	2.3049	0.11794	0.71797	4.1129	0.7438	0.97978	4	0.45541	0.97042	0.99076	2	6.4797	0.076013	0.57891
1,2-diacylglycerol-LD-TAG pool[g]	2	-6.6919	0.99179	0.99999	6.6919	0.021517	0.30064	6.4797	0.11606	0.55404	0	NA	NA	NA	2	6.4797	0.076013	0.57891
SM pool[g]	3	-4.1084	0.95998	0.99999	4.1084	0.067744	0.55509	6.4899	0.18562	0.66247	1	2.0772	0.58181	0.99076	2	6.4797	0.076013	0.57891
ceramide pool[c]	35	5.6832	0.56392	0.99999	-5.6418	0.52892	1	14.755	0.38737	0.86568	21	13.213	0.32704	0.94444	14	7.1477	0.50308	0.9673
PC-LD pool[c]	52	-3.5882	0.99948	0.99999	7.2115	0.00021183	0.013044	19.064	0.21548	0.72116	26	9.9703	0.90568	0.99076	26	16.99	0.002618	0.12444
SM pool[c]	17	-0.24738	0.90916	0.99999	3.4158	0.033012	0.3928	11.846	0.20707	0.70226	9	6.9023	0.6431	0.99076	8	9.9479	0.041405	0.43814
3-dehydrosphinganine[c]	4	-1.1263	0.82589	0.99999	1.1263	0.2257	0.87164	2.827	0.76695	0.97978	2	1.0535	0.84749	0.99076	2	2.9445	0.46418	0.96094
sphinganine[c]	18	5.252	0.40369	0.91859	-5.2521	0.64947	1	10.487	0.43171	0.89838	12	9.4849	0.44097	0.99076	6	4.7495	0.49176	0.96722
sphinganine-1-phosphate[c];sphingosine-1-phosphate[c]	10	5.4927	0.26195	0.79656	-5.2994	0.73698	1	8.3561	0.36492	0.85452	7	8.2169	0.31234	0.93291	3	2.7045	0.58949	0.9673
ethanolamine-phosphate[c]	10	2.7716	0.56424	0.99999	-2.5782	0.46886	1	10.638	0.11201	0.54491	5	9.6226	0.069975	0.46359	5	5.4219	0.32347	0.888
acyl-CoA-LD-SM pool[c]	14	6.0116	0.27389	0.8052	-6.0117	0.75017	1	12.214	0.10134	0.52345	11	9.7434	0.34923	0.97794	3	7.729	0.043784	0.44597
sphingosine[c]	18	6.2779	0.29343	0.83343	-6.278	0.74152	1	9.4212	0.59122	0.9749	12	9.6128	0.42146	0.99076	6	2.7235	0.77519	0.9673
ceramide-1P pool[c]	12	6.6342	0.19193	0.68384	-6.6341	0.81614	1	9.5207	0.31183	0.83201	9	9.0324	0.32402	0.94139	3	3.3968	0.48391	0.96647
glucosylceramide pool[c]	50	19.539	0.0002488	0.011888	-18.972	0.99933	1	20.594	0.070666	0.44571	39	22.376	0.0096232	0.17163	11	1.7738	0.95865	0.98432
glucosylceramide pool[r]	46	21.696	1.2494e-05	0.0012223	-21.105	0.99994	1	20.452	0.045988	0.36518	39	22.376	0.0096232	0.17163	7	-0.38735	0.98067	0.99321
UDP-galactose[r]	47	23.429	1.4162e-06	0.00041565	-22.808	0.99999	1	22.226	0.011067	0.20515	40	24.254	0.0018333	0.059795	7	-0.38735	0.98067	0.99321
LacCer pool[r];digalactosylceramide[c]	45	21.697	9.5779e-06	0.0011205	-21.099	0.99995	1	20.495	0.037669	0.33548	38	22.469	0.0081631	0.15556	7	-0.38735	0.98067	0.99321
glucosylceramide pool[s]	4	2.7423	0.4286	0.9312	-2.7423	0.59306	1	1.4042	0.89778	0.98725	2	3.7926	0.49147	0.99076	2	-1.8068	0.95677	0.98368
phosphocholine[c]	11	-2.8074	0.96514	0.99999	2.8074	0.071002	0.55736	6.111	0.74391	0.97978	3	3.9089	0.59826	0.99076	8	4.7721	0.59927	0.9673
glucosylceramide pool[g]	2	5.1888	0.1382	0.576	-3.7553	0.73819	1	9.0819	0.014407	0.22711	1	10.17	0.0015459	0.053507	1	2.6741	0.38514	0.92837
LacCer pool[g]	5	8.3113	0.040586	0.33713	-7.4045	0.91762	1	6.8152	0.28253	0.79884	4	8.2581	0.1251	0.62219	1	-1.277	0.88836	0.97155
globotriaosylceramide[g]	3	3.5277	0.30964	0.8467	-2.3572	0.57899	1	7.5543	0.096842	0.51734	2	6.3427	0.15957	0.71219	1	4.1144	0.19979	0.74975
globoside[g]	4	5.6327	0.155	0.61742	-4.6191	0.76268	1	9.4714	0.036431	0.33548	2	11.045	0.0026053	0.075946	2	2.3498	0.55406	0.9673
galactosylgloboside[g]	7	7.9978	0.063987	0.40467	-7.2281	0.89407	1	9.9595	0.079784	0.4637	4	12.136	0.003915	0.096229	3	1.1996	0.78978	0.9673
H+[g]	7	12.772	0.0017646	0.045697	-12.006	0.99348	1	12.255	0.011263	0.20661	7	12.255	0.020604	0.22492	0	NA	NA	NA
sialyl-galactosylgloboside[g]	5	-2.1594	0.90544	0.99999	2.1594	0.14228	0.75377	1.9751	0.89685	0.98725	1	0.68785	0.77335	0.99076	4	1.8643	0.77388	0.9673
GA2[g]	3	2.2964	0.44651	0.95078	-2.2962	0.57274	1	5.9162	0.24968	0.76735	1	7.5978	0.025432	0.24369	2	1.8734	0.62432	0.9673
GA1[g];GM1[g];GD1b[g]	4	-0.57237	0.78171	0.99999	0.57237	0.27042	0.90708	0.33169	0.95315	0.98796	1	0.68785	0.77335	0.99076	3	-0.014124	0.89849	0.97155
GM1b[g];GM1b[c]	7	-8.4184	0.99947	0.99999	8.4184	0.0026079	0.075644	8.1545	0.23617	0.74938	1	0.68785	0.77335	0.99076	6	8.5271	0.07094	0.57806
GD1alpha[g]	5	-11.108	0.99996	0.99999	11.108	0.00037417	0.01931	10.537	0.023326	0.28725	0	NA	NA	NA	5	10.537	0.0079739	0.23689
GT1aalpha[g];GQ1balpha[g]	2	-8.0628	0.99746	0.99999	8.0628	0.0088319	0.17998	7.8592	0.042686	0.34962	0	NA	NA	NA	2	7.8592	0.025216	0.35958
GM2alpha[g];GM1alpha[g]	2	4.9216	0.15625	0.61742	-3.4881	0.71557	1	9.3657	0.010891	0.20404	1	10.17	0.0015459	0.053507	1	3.0755	0.32802	0.89438
GD1a[g];GT1b[g]	4	-4.4188	0.97059	0.99999	4.4188	0.055429	0.50575	4.5643	0.52762	0.95019	1	0.68785	0.77335	0.99076	3	4.8733	0.27132	0.83213
GT1c[g]	2	-2.6231	0.88589	0.99999	2.6231	0.16183	0.8062	1.8734	0.7121	0.97978	0	NA	NA	NA	2	1.8734	0.62432	0.9673
GM3[g]	3	4.3239	0.23232	0.75068	-4.3237	0.76238	1	4.5019	0.44571	0.90661	2	5.336	0.27047	0.9052	1	0.25133	0.7369	0.9673
GD3[g];GD3[c];GT3[c]	3	5.7442	0.12524	0.54825	-5.744	0.86119	1	6.2009	0.21653	0.72116	2	7.4168	0.079744	0.49723	1	0.25133	0.7369	0.9673
GT3[g]	2	7.6293	0.035546	0.31016	-7.629	0.94787	1	7.4168	0.060352	0.42008	2	7.4168	0.079744	0.49723	0	NA	NA	NA
GM2[g];GD2[g];GT2[g];GT2[c]	2	5.1294	0.14209	0.58326	-5.1291	0.83836	1	5.0711	0.25513	0.77413	1	7.5978	0.025432	0.24369	1	-0.4262	0.814	0.9673
UDP[l];UDP-N-acetyl-D-galactosamine[l]	2	-2.5005	0.8788	0.99999	2.5005	0.1696	0.81568	2.9764	0.55543	0.9571	1	0.094958	0.83691	0.99076	1	4.1144	0.19979	0.74975
globoside[l]	5	-2.5053	0.92135	0.99999	2.5053	0.12322	0.72528	1.4921	0.9261	0.98796	2	-1.1702	0.96966	0.99076	3	2.8818	0.56277	0.9673
LacCer pool[l]	6	1.0043	0.68103	0.99999	-1.0043	0.37141	1	1.0045	0.96647	0.98796	4	0.79179	0.96046	0.99076	2	0.62011	0.78604	0.9673
D-galactosyl-N-acylsphingosine[g]	47	22.795	3.4019e-06	0.00066563	-22.174	0.99998	1	21.566	0.02076	0.27308	40	23.539	0.0042348	0.10085	7	-0.38735	0.98067	0.99321
PAPS[g]	28	7.0358	0.33724	0.85825	-7.0356	0.717	1	10.835	0.73975	0.97978	19	10.734	0.60118	0.99076	9	3.515	0.80723	0.9673
PAP[g]	27	5.7536	0.46594	0.97124	-5.7533	0.60743	1	9.6406	0.84304	0.9838	18	9.3218	0.75769	0.99076	9	3.515	0.80723	0.9673
D-galactosyl-N-acylsphingosine[l]	8	7.8628	0.076427	0.44361	-7.6601	0.90774	1	10	0.098984	0.51878	7	9.2673	0.18593	0.7707	1	3.7653	0.23918	0.81031
sulfate[l]	15	3.9418	0.51492	0.99999	-3.9418	0.54576	1	4.8168	0.95207	0.98796	12	3.9981	0.97629	0.99076	3	2.7746	0.57897	0.9673
ceramide pool[l]	6	-0.64156	0.829	0.99999	0.64156	0.22528	0.87164	5.3159	0.5792	0.97335	2	4.5548	0.37724	0.98993	4	3.2899	0.58182	0.9673
sphingosine[l]	2	-4.933	0.97016	0.99999	4.933	0.057589	0.51423	4.6608	0.30778	0.82908	0	NA	NA	NA	2	4.6608	0.22914	0.81031
digalactosylceramide[g]	46	21.795	1.0999e-05	0.0011394	-21.203	0.99995	1	20.565	0.041988	0.34962	39	22.498	0.0084576	0.15938	7	-0.38735	0.98067	0.99321
fucosyl-galactosylgloboside[g];globo-H[c];G00038[c];nLc5Cer(G00051)[c];G00057[c];G00073[c];monofucosyllactoisooctaosylceramide[c];G00079[c]	2	4.2871	0.20506	0.69981	-4.2807	0.77984	1	6.8173	0.092833	0.5077	1	7.9651	0.018029	0.22178	1	1.676	0.53562	0.9673
sphinganine-1-phosphate[r];sphingosine-1-phosphate[r]	2	6.6089	0.066117	0.41583	-6.1766	0.89518	1	6.0045	0.15531	0.61877	2	6.0045	0.19299	0.7887	0	NA	NA	NA
sphingosylphosphorylcholine[c];SM pool[l];phosphocholine[l]	4	2.7024	0.43314	0.93589	-2.7024	0.58909	1	3.2149	0.71957	0.97978	2	4.5548	0.37724	0.98993	2	-0.0081924	0.84882	0.96952
ceramide pool[r]	8	2.69	0.53049	0.99999	-2.6033	0.50699	1	5.8481	0.61998	0.97734	5	5.4836	0.55562	0.99076	3	2.4705	0.62412	0.9673
glycerol[m]	12	2.244	0.65953	0.99999	-2.2439	0.40945	1	9.5395	0.30932	0.82908	7	7.6635	0.39107	0.99076	5	5.7109	0.28492	0.84468
glyceraldehyde[m]	15	2.4208	0.68547	0.99999	-2.4206	0.39048	1	12.111	0.12703	0.57504	8	10.117	0.15085	0.6971	7	6.9124	0.24292	0.81031
PC-LD pool[r]	22	-3.1042	0.9904	0.99999	3.1042	0.029801	0.36699	10.534	0.58805	0.9749	11	5.0676	0.92184	0.99076	11	9.8293	0.095065	0.60846
2-lysolecithin pool[r];fatty acid-LD-PC pool[r];PC-LD pool[l];2-lysolecithin pool[l];fatty acid-LD-PC pool[l]	17	-4.4949	0.99516	0.99999	4.4949	0.017081	0.26386	12.044	0.18604	0.66247	6	6.9634	0.4177	0.99076	11	9.8293	0.095065	0.60846
sn-glycerol-3-phosphate[c]	12	0.6387	0.81057	0.99999	3.1325	0.053435	0.50422	8.3928	0.47479	0.92557	8	4.5331	0.87225	0.99076	4	8.1259	0.050218	0.48715
1-acylglycerol-3P-laur[c];1-acylglycerol-3P-tridec[c];1-acylglycerol-3P-myrist[c];1-acylglycerol-3P-9-tetrade[c];1-acylglycerol-3P-7-tetrade[c];1-acylglycerol-3P-5-tetrade[c];1-acylglycerol-3P-pentade[c];1-acylglycerol-3P-palm[c];1-acylglycerol-3P-palmn[c];1-acylglycerol-3P-7-hexade[c];1-acylglycerol-3P-heptade[c];1-acylglycerol-3P-10-heptade[c];1-acylglycerol-3P-9-heptade[c];1-acylglycerol-3P-stea[c];1-acylglycerol-3P-13-octade[c];1-acylglycerol-3P-cis-vac[c];1-acylglycerol-3P-ol[c];1-acylglycerol-3P-9-octade[c];1-acylglycerol-3P-7-octade[c];1-acylglycerol-3P-6,9-octa[c];1-acylglycerol-3P-nanode[c];1-acylglycerol-3P-eico[c];1-acylglycerol-3P-13-eicose[c];1-acylglycerol-3P-11-eico[c];1-acylglycerol-3P-9-eicose[c];1-acylglycerol-3P-8,11-eico[c];1-acylglycerol-3P-5,8,11-eico[c];1-acylglycerol-3P-heneico[c];1-acylglycerol-3P-docosa[c];1-acylglycerol-3P-13-docose[c];1-acylglycerol-3P-11-docose[c];1-acylglycerol-3P-trico[c];1-acylglycerol-3P-tetraco[c];1-acylglycerol-3P-15-tetra[c];1-acylglycerol-3P-hexacosa[c];1-acylglycerol-3P-hexecose[c];1-acylglycerol-3P-linolen[c];1-acylglycerol-3P-6,9,12,15-octa[c];1-acylglycerol-3P-8,11,14,17-eico[c];1-acylglycerol-3P-5,8,11,14,17-eico[c];1-acylglycerol-3P-7,10,13,16,19-docosa[c];1-acylglycerol-3P-9,12,15,18,21-tetra[c];1-acylglycerol-3P-6,9,12,15,18,21-tetra[c];1-acylglycerol-3P-4,7,10,13,16,19-doco[c];1-acylglycerol-3P-11,14,17-eico[c];1-acylglycerol-3P-13,16,19-doco[c];1-acylglycerol-3P-10,13,16,19-doco[c];1-acylglycerol-3P-12,15,18,21-tetra[c];1-acylglycerol-3P-lin[c];1-acylglycerol-3P-gamma-lin[c];1-acylglycerol-3P-dihomo-gamma[c];1-acylglycerol-3P-arach[c];1-acylglycerol-3P-7,10,13,16-docosa[c];1-acylglycerol-3P-9,12,15,18-tetraco[c];1-acylglycerol-3P-6,9,12,15,18-tetraco[c];1-acylglycerol-3P-4,7,10,13,16-docosa[c];1-acylglycerol-3P-11,14-eicosa[c];1-acylglycerol-3P-13,16-docosa[c];1-acylglycerol-3P-10,13,16-docosa[c]	4	3.5646	0.33813	0.85825	-3.5646	0.67203	1	2.5068	0.80245	0.98237	3	3.2188	0.69748	0.99076	1	-0.56158	0.82754	0.96952
1-acylglycerol-3P-LD-TG1 pool[c]	11	4.8298	0.34134	0.85825	-4.8298	0.68844	1	10.741	0.13734	0.5957	9	8.0783	0.46504	0.99076	2	8.053	0.021184	0.32835
1-acylglycerol-3P-LD-PC pool[c];1-acylglycerol-3P-LD-PE pool[c];1-acylglycerol-3P-LD-PS pool[c];1-acylglycerol-3P-LD-PI pool[c];1-acylglycerol-3P-LD-SM pool[c]	10	4.1819	0.40037	0.91859	-4.1819	0.63367	1	10.455	0.1259	0.5729	8	7.6624	0.46856	0.99076	2	8.053	0.021184	0.32835
DHAP[s];glycerone[s]	4	-2.3856	0.90354	0.99999	2.3856	0.14123	0.75377	6.3206	0.27509	0.79547	2	2.4568	0.68767	0.99076	2	6.4818	0.075896	0.57891
1-alkyl-2-acylglycerol[c]	14	6.5761	0.22181	0.74119	-6.577	0.79416	1	11.743	0.13701	0.5957	9	11.27	0.093223	0.54472	5	4.5292	0.45331	0.95692
CDP-ethanolamine[c]	3	3.873	0.27475	0.80639	-3.8751	0.72461	1	5.8618	0.25632	0.77413	2	5.847	0.20992	0.81349	1	1.884	0.50397	0.9673
1-alkyl-2-acylglycerophosphoethanolamine[c];1-alkenyl-2-acylglycerol[c]	2	4.0375	0.2265	0.74834	-4.0401	0.76125	1	6.8446	0.091116	0.50399	1	7.7958	0.021176	0.22492	1	1.884	0.50397	0.9673
1,2-diacylglycerol-bile-PC pool[c]	13	4.638	0.39535	0.91149	-4.638	0.64583	1	10.024	0.28572	0.80348	8	9.1971	0.24977	0.86808	5	4.5292	0.45331	0.95692
CDP-choline[c]	4	-2.8096	0.92285	0.99999	2.8096	0.11837	0.71797	2.9792	0.7489	0.97978	1	0.32894	0.81335	0.99076	3	3.2502	0.50643	0.9673
bile-PC pool[c]	3	0.58502	0.644	0.99999	-0.58502	0.3957	1	5.7273	0.27309	0.79097	1	5.6758	0.1149	0.60377	2	3.0011	0.45565	0.95692
DHAP[p]	3	-4.5295	0.96956	0.99999	12.072	0.00017381	0.011336	11.101	0.004009	0.11803	1	4.3134	0.25206	0.86808	2	10.546	0.0014582	0.091828
sn-glycerol-3-phosphate[p]	2	-8.7041	0.99861	0.99999	17.942	5.0669e-07	0.00020394	10.546	0.0030394	0.099119	0	NA	NA	NA	2	10.546	0.0014582	0.091828
acyl-CoA-CL pool[m];1-acylglycerol-3P-CL pool[m]	13	4.6986	0.38858	0.91149	-4.6986	0.65162	1	9.6673	0.33332	0.84884	10	7.5986	0.6067	0.99076	3	6.251	0.12729	0.65625
phosphatidate-CL pool[m]	11	2.7758	0.57492	0.99999	-2.7758	0.48578	1	8.5651	0.39321	0.8721	7	6.9749	0.49528	0.99076	4	4.9766	0.33053	0.89608
CDP-diacylglycerol-CL pool[m]	4	-1.6769	0.86372	0.99999	1.6769	0.18573	0.81767	0.21985	0.95716	0.98796	0	NA	NA	NA	4	0.21985	0.91628	0.97296
acyl-CoA-LD-PC pool[c];acyl-CoA-LD-PE pool[c]	13	1.8809	0.70436	0.99999	-1.8809	0.36831	1	10.205	0.26283	0.77685	8	7.48	0.4968	0.99076	5	6.9933	0.14509	0.65625
phosphatidate-LD-PC pool[c]	25	7.3052	0.27216	0.8028	-7.3052	0.76734	1	12.726	0.37674	0.85827	20	10.366	0.70343	0.99076	5	7.7243	0.090652	0.6069
phosphatidate-LD-PE pool[c];phosphatidate-LD-PS pool[c]	24	7.1714	0.28252	0.81293	-7.1713	0.75641	1	12.788	0.32789	0.84541	19	10.41	0.6492	0.99076	5	7.7243	0.090652	0.6069
acyl-CoA-LD-PS pool[c];acyl-CoA-LD-PI pool[c];1-acylglycerol-3P-bile-PC pool[c];acyl-CoA-bile-PC pool[c]	9	3.2706	0.48434	0.98295	-3.2706	0.55978	1	9.9475	0.13631	0.59418	7	6.9749	0.49528	0.99076	2	8.053	0.021184	0.32835
phosphatidate-LD-PI pool[c]	22	6.5472	0.32299	0.85249	-6.5472	0.72125	1	12.857	0.25535	0.77413	15	11.481	0.31348	0.93291	7	5.9857	0.36468	0.91331
phosphatidate-LD-SM pool[c];phosphatidate-bile-PC pool[c]	20	7.0021	0.25987	0.79311	-7.0021	0.77015	1	13.805	0.10805	0.5321	15	11.481	0.31348	0.93291	5	7.7243	0.090652	0.6069
CDP-diacylglycerol-LD-PI pool[c]	3	-0.59308	0.76297	0.99999	0.59308	0.28339	0.92588	-1.0878	0.97691	0.98796	0	NA	NA	NA	3	-1.0878	0.95414	0.98284
inositol[c]	7	4.6292	0.29542	0.83489	-4.6292	0.71807	1	3.6441	0.84138	0.9838	6	4.1193	0.81446	0.99076	1	-0.4486	0.81629	0.9676
